0.13, 0, 0, 10.26216, 3.958074, 0, 344.1479, -1296.119, -2.139396, 0.01546605, 0.1403282, 23.70444, 2.48604, 2.270306, 26.11281
 
0.14, -0.03329906, 0, 10.82965, 3.960439, 0.636966382348437179871, 408.5234, -1296.276, -2.139396, 0.01546605, 0.1403282, 25.82675, 2.48604, 2.26983, 26.13106
 
0.15, -0.03568885, -0.0003329906, 11.41035, 3.974243, 0.58418274601664653704, 478.6281, -1296.434, -2.139396, 0.01546605, 0.1403282, 27.95535, 2.48604, 2.269354, 26.14931
 
0.16, -0.03804498, -0.0006898791, 11.97705, 3.974326, 0.5392626036500228433212950569, 554.2263, -1296.592, -2.139396, 0.01546605, 0.1403282, 30.08253, 2.48604, 2.268879, 26.16755
 
0.17, -0.04037475, -0.001070329, 12.53861, 3.969592, 0.500682984273712864734, 635.2991, -1296.75, -2.139396, 0.01546605, 0.1403282, 32.20811, 2.48604, 2.268403, 26.1858
 
0.18, -0.04267471, -0.001474076, 13.10002, 3.965078, 0.4671759642277403305172950569, 721.8262, -1296.909, -2.139396, 0.01546605, 0.1403282, 34.33193, 2.48604, 2.267927, 26.20405
 
0.19, -0.04494153, -0.001900824, 13.66078, 3.960321, 0.4377889798634134412697049431, 813.7889, -1297.068, -2.139396, 0.01546605, 0.1403282, 36.45389, 2.48604, 2.267452, 26.2223
 
0.2, -0.04718729, -0.002350239, 14.22645, 3.95923, 0.411792775290436241928, 911.4628, -1297.228, -2.139396, 0.01546605, 0.1403282, 38.58015, 2.48604, 2.266976, 26.24055
 
0.21, -0.04940905, -0.002822112, 14.80801, 3.971695, 0.388554670323623523783, 1015.087, -1297.387, -2.139396, 0.01546605, 0.1403282, 40.71487, 2.48604, 2.2665, 26.25879
 
0.22, -0.05159852, -0.003316202, 15.3933, 3.98556, 0.3676070907841695948207049431, 1124.725, -1297.548, -2.139396, 0.01546605, 0.1403282, 42.85799, 2.48604, 2.266024, 26.27704
 
0.23, -0.0537517, -0.003832187, 15.98137, 3.999902, 0.348613717998797089788, 1240.439, -1297.708, -2.139396, 0.01546605, 0.1403282, 45.00947, 2.48604, 2.265548, 26.29529
 
0.24, -0.05586506, -0.004369704, 16.57109, 4.013572, 0.331301486234577890457, 1362.294, -1297.869, -2.139396, 0.01546605, 0.1403282, 47.16933, 2.48604, 2.265073, 26.31354
 
0.25, -0.05793437, -0.004928355, 17.16382, 4.027955, 0.3154437705348046021682950569, 1490.356, -1298.03, -2.139396, 0.01546605, 0.1403282, 49.33755, 2.48604, 2.264597, 26.33179
 
0.26, -0.05995543, -0.005507698, 17.75842, 4.041895, 0.3008521691141134595462950569, 1624.688, -1298.192, -2.139396, 0.01546605, 0.1403282, 51.51414, 2.48604, 2.264121, 26.35003
 
0.27, -0.06192381, -0.006107253, 18.35533, 4.055852, 0.287369265834912349575, 1765.355, -1298.353, -2.139396, 0.01546605, 0.1403282, 53.69906, 2.48604, 2.263645, 26.36828
 
0.28, -0.06383495, -0.006726491, 18.95502, 4.070293, 0.274861241902072369512, 1912.423, -1298.516, -2.139396, 0.01546605, 0.1403282, 55.89233, 2.48604, 2.26317, 26.38653
 
0.29, -0.06568404, -0.00736484, 19.55655, 4.084289, 0.2632139555376666463767049431, 2065.957, -1298.678, -2.139396, 0.01546605, 0.1403282, 58.09394, 2.48604, 2.262694, 26.40478
 
0.3, -0.06746631, -0.008021681, 20.1604, 4.098303, 0.252330529473107733948, 2226.024, -1298.841, -2.139396, 0.01546605, 0.1403282, 60.30391, 2.48604, 2.262218, 26.42302
 
